0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,trip_score
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8923364902163449,-0.5361169022510955,-1.050867614300307,-1.2494211861347861,0.9246653031133824,-1.0037282727420547,-1.6570133912667202,76.69738910702412
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6894091235816057,-0.0019758909935577345,-0.6686702790556119,-0.34616817717102044,0.23424664428056718,-0.08038655570745466,1.2319449701774128,67.90395028570902
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9274099120525641,0.25382629098848697,-0.949128416480304,-0.40524624672605003,1.2066438627089646,0.771928875401407,1.3924426569243091,66.35902581567812
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5330635751107611,-1.2485971916817993,-0.46484012505974337,-0.8724937673757254,1.0637544654682087,1.056034019104361,1.1784457412617806,71.25543139377834
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.142787302297884,0.045071691535510064,-1.2018525882684372,-0.4900188357402101,-1.3898423546809249,-0.08038655570745466,1.1249465123461484,68.34100188681313
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9590884539308516,-0.4179143896055962,-0.8554618938117294,-0.6643940715578056,0.5742850706180742,-1.5719385601479625,0.8039511388523563,72.66276628654248
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7963489315619713,-0.9490698546423438,-0.9403145572657751,-0.8602678973782206,0.1287321444272939,-0.22243912755893158,0.42945653644293125,73.3732867649758
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7090118398975307,0.0016121715271549357,-0.6687541635936728,-0.7407132426896728,0.8866577228458741,-1.642964846073701,0.5899542231898277,70.0174620956835
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9097005151780979,-0.9091525927170797,-0.9490306386560245,-1.2296563723255773,-0.3517678516476255,-0.08038655570745466,1.0179480545148842,75.66761218993892
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6688665469768877,-0.5648191292771897,-0.7556094829901647,-1.115282523598055,0.4543850496433302,1.3401391628073147,0.5364549942741955,76.17923246962272
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2597173271660465,-0.9441093688156991,-1.2413053980459337,-1.2677593992598835,1.9406038725157966,0.34577115984697615,-0.6405280418697104,75.61934515610469
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9232268614078413,-0.8826253767406085,-1.00426211706499,-1.0933456729201925,-0.5778288156447924,0.9139814472528839,-0.48003035512281395,75.12181606171842
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.4685261163785088,0.30811684020013935,-1.463979015138374,-0.36957069018171784,0.8117980622378731,-1.642964846073701,1.338943428008677,65.76966447542644
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.176784155566619,-0.8010785948560019,-1.1244606893219713,-1.1786353183891483,0.33817078038748805,-0.29346541348467003,-1.7105126201823522,76.1789947943297
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9026193961821292,-0.517509823128305,-0.7502403394878135,-0.8892016800618192,-2.5094354178542817,0.5588500176241915,0.6434534521054598,74.60818254019765
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.46362142084205094,0.7990581769984706,-0.3340997845521642,0.42044680006169194,-0.6973602617976581,-0.9327019868163162,1.5529403436712055,57.90533126251437
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6753239409356565,-0.7246894237166862,-0.6357084808763858,-1.1050674744179558,1.2125301124149352,-0.22243912755893158,0.696952681021092,76.33705657840841
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9896558756114486,-0.6279990044999295,-0.9463698313354214,-0.873661220842723,0.07387312599382893,1.3401391628073147,1.7134380304181014,75.32959319332907
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9972514251657477,0.08527734453445122,-0.9186706539624578,-0.640675276010746,-0.5441138628982843,-0.00936026978171619,0.6434534521054598,68.86485370281174
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5715973096193318,-0.1503175439618842,-0.825591844024649,-0.5042369903086754,0.920531534550722,1.695270592436007,-1.6570133912667202,69.84289042045053
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1157281948280762,-0.013634776161893063,-0.9168911772368374,-0.5334820914132116,-0.6336941514084797,0.13269230206976074,1.1249465123461484,69.00479801403785
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0270742636763561,-0.37795223608329737,-0.9836711900916779,-0.960730729451236,0.495082176336868,1.1980865909558378,-0.7475264997009746,73.97843898773732
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9214288379295767,-0.2860220597122034,-0.8175904959740188,-1.0386169551493742,0.10165260192804249,0.20371858799549922,-0.21253421054465382,73.73047116874758
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8503332043011013,0.11992535743610994,-0.8704167593438182,-0.26420714273193135,1.097007108834861,-0.6485968431133624,-0.6940272707853424,66.57055769465363
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.4005004853541965,0.2559451004192443,-1.4968694517598387,-0.6022962785826749,-2.890661272853946,-0.7196231290391009,-0.8545249575322389,67.41220677794854
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1060492583206705,-0.3877661723008482,-1.141254778860909,-1.0914526889436686,-1.1212506109441531,1.55321802058453,-0.26603343946028596,74.75892681094486
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6361070047086784,0.14063135790981643,-0.5902363041665939,-0.6470339058070413,2.2692887354180336,1.3401391628073147,-0.4265311262071818,68.4956951505105
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8387391497240122,-0.08910189983574987,-0.9907864654332439,-0.6081643946436328,0.4067174891017675,-1.5719385601479625,0.42945653644293125,69.9601186033616
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9197276569534033,0.0933182529616573,-0.7810884861932236,-0.6814529722530728,0.8440898652165606,0.8429551613271454,1.0714472834305164,69.02736272623287
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7691468913052225,-0.3876778839687693,-0.9290228754893292,-0.6338266183384687,0.3901146832747755,-1.2878334164450085,-0.7475264997009746,72.2765094082919
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.3817771831598342,-0.5184721516903847,-1.3420589694974296,-1.1346783110811296,-0.13499180989091,-0.29346541348467003,-1.015022644279135,75.94645579123247
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7839870170268759,0.7772028698316416,-0.6204044991118861,0.1668815059930858,-0.6049353488488797,-1.1457808445935316,0.5364549942741955,59.43982245444599
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9113735704549787,-1.34454550157553,-1.0468257164615615,-0.8029145567965966,-1.1565220901861974,0.9850077331786223,0.5899542231898277,70.17843649482248
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4891456501184742,-0.8542399710296114,-0.5938435764733078,-0.7439740918461116,-0.4571376627407968,-0.5065442712618855,1.3924426569243091,73.43410933089001
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7623106118881702,-0.7845411258744668,-0.9461884267911882,-0.976062597009895,-1.560796092671777,-1.500912274222224,-1.7105126201823522,75.20100456595821
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0237071857708533,-0.7871587206962498,-0.9992434560349411,-1.2391020396699992,-0.13512202445658286,-0.00936026978171619,1.1784457412617806,76.60841867426973
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.3191258023139685,0.712179355427656,-1.438130508340979,0.33571537578939614,0.1428315628815267,-0.7906494149648393,0.054961934033506875,58.99836399681513
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.840446082272672,-0.19068676870557794,-1.0321162771162284,-0.5376336905268073,-0.518863250930305,-1.1457808445935316,0.3759573075272991,70.31837866953393
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5395618750217392,-0.46806167655951936,-0.5763438183651804,-1.1635497133647745,-0.7737812813728256,0.06166601614402228,-1.4430164756041919,75.73543567976874
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7612769086503655,-1.1025519851713739,-0.9647361770377463,-0.878049469735394,0.833960627922129,-1.642964846073701,-0.26603343946028596,72.35052473529277
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.37895044600289923,-0.7566950085618588,-0.5382606630540057,-1.0424624857571894,0.17690055592226708,-0.36449169941040854,-0.9615234153635028,75.76415527189599
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7175060228970469,0.7858452185445315,-0.6911198916619428,0.676130926178632,-0.470777593782733,0.20371858799549922,-0.8545249575322389,56.61506767817327
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8557342064438463,-0.7103248755761941,-0.9228174192301611,-1.2182660337275528,-0.2882542017191356,1.55321802058453,0.0014627051178747357,77.05569555461757
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0500070434470483,-0.6863919459345499,-0.9319114714800013,-0.8630924298854886,-0.5063080138766639,-1.2878334164450085,1.0714472834305164,75.30405607379281
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9713515635872233,-0.09733018755480606,-0.6367607773336785,-0.6384992184435707,0.9667720987898563,1.3401391628073147,0.8039511388523563,70.18462962585775
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4455748948956915,-0.1963650086015115,-0.3478298452154574,-0.4933923609681862,1.026735090033387,-1.21680713051927,0.26895884969603545,70.11985723615213
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.1711006152258223,-0.27304349849931686,-1.1163329020257238,-0.8158229727997554,1.1313846844485311,1.55321802058453,0.10846116294913902,72.4275867052801
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7543627375947496,-1.0131578945801913,-0.6900048520919042,-0.9768778552764504,-0.7075582267296692,0.7009025894756685,-0.26603343946028596,73.53834874881711
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9978288680761175,-0.44622015006638266,-1.1538899168478993,-0.8311751590965875,-1.164328841959387,-0.7906494149648393,1.6064395725868377,73.77365074773047
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4383626785861438,-1.002188756351451,-0.30375032182898437,-0.7378807132626748,-1.7260154690219083,-0.577570557187624,0.16196039186477115,72.322219165285
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1735085629874835,0.3425277024505123,-1.122108976452189,-0.25501145205506487,-2.2270461435114917,0.771928875401407,-0.8545249575322389,64.89746829889195
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4891559158627165,0.6409100683732267,-0.3121919354894685,0.1688699109409042,0.3761204833200126,1.056034019104361,-0.9615234153635028,60.42288829912104
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7416321259873186,-1.2229786726995684,-0.7199489661673069,-0.38709188289039326,0.7583287155248585,-1.500912274222224,0.3759573075272991,68.80983610460324
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.1926962192930788,-0.8582852736826536,-1.1057389545887106,-0.9932263066187687,-2.264495646457444,-1.642964846073701,0.054961934033506875,74.75634240308018
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.57121117449091,-0.42708321107589686,-1.625777066680746,-1.2406597182888353,-0.4190711346432246,-1.358859702370747,-1.7105126201823522,75.85479898049287
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6032488739638509,-0.3282901467386957,-0.573133605973089,-1.041405243317422,-3.37597219559499,1.1980865909558378,1.1249465123461484,74.05381202347168
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.563997656542388,0.7905429264902407,-0.5973595206361652,0.4671743340773646,0.31775848504705884,-1.500912274222224,0.696952681021092,57.71401430219687
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.40877123397635556,0.10254611831623225,-0.35581351870264927,-0.2628373812196496,0.05310647398618168,0.2747448739212377,0.5364549942741955,66.68985896190983
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.285057533194822,-0.5954621474350862,-1.1877760157006243,-1.3254721378275858,0.03720207801234218,-0.5065442712618855,-1.5500149334354558,77.54257108640147
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.210972704156333,-0.14072126175831512,-1.3575936346814106,-0.7179156190878226,-0.19469467692887793,0.06166601614402228,-0.48003035512281395,70.93172486433198
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.3705334423811126,0.2015550417421671,-1.3818101030202168,-0.1071297769251455,1.4730927407310468,1.3401391628073147,1.4994411147555735,65.12345905243185
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.127512275033526,-0.8193960857598699,-1.2444382724490872,-1.4250636112645005,-0.42997282078253574,0.62987630354993,1.2319449701774128,77.3818403002172
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4739129971285401,-1.4355150993681667,-0.3837500450158211,-0.1353237109451499,0.5482522604751163,-1.0747545586677931,-0.7475264997009746,65.89464124014785
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6738215471206574,-0.9908174428832482,-0.5921553090958392,-0.9155993457962477,-2.469814752723215,0.771928875401407,-1.2290195599416633,73.36893328986675
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8639358977456444,-0.8481331348288967,-0.7194760893208489,-1.076676566979163,0.038461104538557375,-0.7906494149648393,-0.21253421054465382,75.28293501633257
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7705986801024577,-0.5317832460377697,-0.7782849492432621,-0.906592908776262,-1.0750106797709786,0.4167974457727146,-0.5335295840384461,74.80657976071494
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.077532060731256,-0.9156060125962022,-0.9240482912183982,-1.1436846498083577,-0.1506920234613735,1.6242443065102685,0.5899542231898277,75.1543164330183
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0490585996580377,-0.5541514452705002,-1.1212494935917228,-1.0830107665399349,-1.0495040210394606,-0.7196231290391009,1.6064395725868377,75.92642905649966
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2605783727132969,-0.6914207129349639,-1.338147690360294,-1.5561281266277964,-0.33103138360046325,-1.21680713051927,-0.48003035512281395,79.025820913602
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.3471355087939954,0.5626456899795631,-1.4963578765883268,-0.17409994168279141,-0.4113247699744455,-0.7906494149648393,-1.5500149334354558,62.85356942102443
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.40612902567043424,-1.3342580176548424,-0.3899082952556582,-0.17468343622419003,-0.3173827809932849,-0.15141284163319313,1.338943428008677,66.84646306592876
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2091973614776328,-0.44433654896811653,-1.0457624275776232,-1.2109877713301187,1.4309657364430528,1.056034019104361,-1.6570133912667202,75.81969525258668
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8073163240580297,0.29098779385006857,-0.7813826193937761,-0.2772448756582143,1.6339234072032882,-0.29346541348467003,1.5529403436712055,65.39387325706369
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8167217568250082,-0.2938078014788235,-0.7296571707311211,-0.6493511392241809,0.8067740546204049,-0.6485968431133624,0.5364549942741955,71.67619905036918
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.260092058285184,-0.7346543893954983,-1.3229629265349514,-1.406445490960026,-0.8805235485086725,1.4111654487330532,1.4994411147555735,77.89880927712524
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0688699201018028,-0.20081885993878693,-1.0131829848861948,-0.7944040961405294,-0.43383333227127424,-0.5065442712618855,-1.0685218731947672,71.78476577811196
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5212569894192214,-0.43533003871378884,-0.4220548056838131,-0.9898290493641482,0.40707669903522686,1.55321802058453,-1.603514162351088,74.55464330533349
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5025130427553769,-1.8161399701314664,-0.5685634410204154,0.2334795375762768,1.2072874858544536,-0.08038655570745466,-0.0520365237977574,61.119044327493626
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8229453716738707,-0.3579090377786374,-0.6525479683214671,-0.6556308110504756,-0.8769968346795043,0.06166601614402228,-0.21253421054465382,72.17768186187953
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8473377479737163,-0.18753295379529708,-0.6656270757383957,-0.554772580622949,-0.11092978295399332,-0.00936026978171619,-0.5870288129540782,70.38832772752716
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.81817372811843,-1.4184970997633988,-0.7143930877976579,-0.27777528606072666,1.2066279317321333,1.4111654487330532,1.5529403436712055,66.7912726408311
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9206140681693128,-0.3148656096088199,-0.9668025774574857,-1.0847493192693223,-0.6103016539839659,1.1270603050300994,1.0714472834305164,74.19098139675836
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.391919099876057,0.1166005154118233,-1.6117244010861325,-0.17322316219583833,-1.7737840951266692,0.2747448739212377,0.5364549942741955,66.10138296405184
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.45811849647209524,-0.8832105746881251,-0.39820406016819015,-1.005197393436066,1.668859977025106,-0.7196231290391009,-1.1755203310260314,74.63950768256588
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8677930649475429,0.20386115856370032,-0.85639052475299,-0.23440283121756258,0.6097513134556926,1.4111654487330532,0.8039511388523563,65.79686333671216
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.028836119247197,-1.0873994280168033,-1.159643194446736,-0.8057611293749942,-0.49652792843710924,-1.7139911319994394,0.7504519099367241,72.06898710104487
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.4837904781312368,-0.10373047532489563,-1.6039759863953524,-1.0260016793912412,-0.048893780331187,-0.00936026978171619,-0.26603343946028596,72.332783561503
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.133321207281333,-0.31790211989243083,-0.9239144422198116,-1.008953190493329,-1.0682589947980545,-1.2878334164450085,1.4459418858399413,73.80207010427104
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8290240335519609,-0.8103515715917547,-0.8232171067224329,-0.9960182747117139,-0.04245576607777401,-1.1457808445935316,-1.1755203310260314,75.12101696897912
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.864176156427436,-0.27973166909696695,-0.6949944920345476,-0.8652518503853749,0.12040118093208528,-0.08038655570745466,-0.8545249575322389,72.7444170362368
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6362140341702325,-0.12671694199835581,-0.6708789833374742,-0.4204839345892804,-0.8796654755518555,-1.7139911319994394,-1.5500149334354558,69.21658929826839
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6383751741867459,-1.3865437425091895,-0.6144281243072325,-0.4426847316206244,-2.120837481830158,1.3401391628073147,1.0179480545148842,72.91860524516193
