trip_id,timestamp,speed,acceleration,rpm,fuel_rate,engine_temp,vehicle_type,road_type,weather,driver_id,driver_style,trip_score,driver_age,driver_gender,driver_safety_score
1,2025-01-07 18:25:50,41.38570050744309,0.3961144442791761,2722.4048499099977,8.63025048382963,74.43751322835276,sedan,suburban,rainy,driver_1,cautious,74.75892681094486,67,F,0.58
1,2025-01-07 18:26:00,48.902532745394,1.1667310689706387,2987.9819084595997,9.835324752318158,91.3667257900874,sedan,suburban,rainy,driver_1,cautious,68.4956951505105,64,F,0.55
1,2025-01-07 18:26:10,45.661385927057474,0.8316873612669327,2794.926795943128,9.940722295151875,82.06677043811823,sedan,suburban,rainy,driver_1,cautious,69.9601186033616,23,M,0.71
1,2025-01-07 18:26:20,44.36595650489693,1.0977294874827632,2895.9959525467348,9.741994918176657,84.25060291061929,sedan,suburban,rainy,driver_1,cautious,69.02736272623287,57,F,0.83
1,2025-01-07 18:26:30,46.77452978159173,0.3962432042611525,2824.695294271371,9.871137285201169,81.98387140635565,sedan,suburban,rainy,driver_1,cautious,72.2765094082919,27,M,0.49
1,2025-01-07 18:26:40,36.97537022025514,0.2054924316743875,2625.622275925948,8.513041025197797,79.36197602859313,sedan,suburban,rainy,driver_1,cautious,75.94645579123247,41,F,0.44
1,2025-01-07 18:26:50,46.53715862676923,2.0951089697839933,2973.441596576652,12.04231634831702,77.01551334218624,sedan,suburban,rainy,driver_1,cautious,59.43982245444599,29,F,0.73
1,2025-01-07 18:27:00,44.49958200085379,-0.9992555473372908,2767.917285128305,9.41264288424553,74.261400135875,sedan,suburban,rainy,driver_1,cautious,70.17843649482248,59,M,0.74
1,2025-01-07 18:27:10,51.25321272665966,-0.2841924151038486,2986.24329385301,9.572464296795376,77.7534780695211,sedan,suburban,rainy,driver_1,cautious,73.43410933089001,38,M,0.89
1,2025-01-07 18:27:20,46.88387761127671,-0.1825433994906669,2816.4219298879734,8.94313921829423,72.24283027954674,sedan,suburban,rainy,driver_1,cautious,75.20100456595821,24,M,0.31
1,2025-01-07 18:27:30,42.70278051190082,-0.1863609080349786,2790.850738984373,8.22988839277769,79.36132585768057,sedan,suburban,rainy,driver_1,cautious,76.60841867426973,45,F,0.85
1,2025-01-07 18:27:40,37.9774931740323,2.000278471284883,2579.318208334461,12.500121823380226,80.74916858169799,sedan,suburban,rainy,driver_1,cautious,58.99836399681513,34,F,0.64
1,2025-01-07 18:27:50,45.63408315632095,0.6835356680957299,2775.006865267001,10.131971494993715,77.4452776635652,sedan,suburban,rainy,driver_1,cautious,70.31837866953393,29,F,0.7
1,2025-01-07 18:28:00,50.44679384911488,0.2790112276062166,2994.677737518922,8.434754091100087,76.17245317096331,sedan,suburban,rainy,driver_1,cautious,75.73543567976874,46,F,0.36
1,2025-01-07 18:28:10,46.90041192748829,-0.6463314397355001,2807.4823803457803,9.208909033014866,84.20002688311214,sedan,suburban,rainy,driver_1,cautious,72.35052473529277,22,F,0.58
1,2025-01-07 18:28:20,53.01580984661865,-0.1419325341718053,3013.032861407355,8.763091028622494,80.91927757204779,sedan,suburban,rainy,driver_1,cautious,75.76415527189599,40,M,0.45
1,2025-01-07 18:28:30,47.60053710794475,2.107712998405926,2939.358554337382,13.42318366489855,77.68537288968176,sedan,suburban,rainy,driver_1,cautious,56.61506767817327,48,M,0.47
1,2025-01-07 18:28:40,45.3895461653515,-0.0743061859682837,2827.686168254648,8.286386757770506,78.5967256232959,sedan,suburban,rainy,driver_1,cautious,77.05569555461757,67,F,0.63
1,2025-01-07 18:28:50,42.28210836226014,-0.0394023258914415,2823.3030635898745,9.24946614837499,77.50796688646777,sedan,suburban,rainy,driver_1,cautious,75.30405607379281,27,F,0.83
1,2025-01-07 18:29:00,43.5402204859467,0.8196872005044074,2965.5582814820496,9.858467185810108,84.86316433449396,sedan,suburban,rainy,driver_1,cautious,70.18462962585775,64,F,0.78
1,2025-01-07 18:29:10,51.95013677418507,0.675254505121618,3104.815730369804,10.251935119119892,85.16256396413941,sedan,suburban,rainy,driver_1,cautious,70.11985723615213,28,M,0.68
1,2025-01-07 18:29:20,40.34518939581442,0.5634263536010631,2734.416568295839,9.377640763357292,85.68508709316728,sedan,suburban,rainy,driver_1,cautious,72.4275867052801,67,M,0.65
1,2025-01-07 18:29:30,47.01100565148331,-0.5159588160571212,2939.8959753908985,8.94092858544864,76.50310975801759,sedan,suburban,rainy,driver_1,cautious,73.53834874881711,55,M,0.58
1,2025-01-07 18:29:40,43.11671003455305,0.3108649787347272,2716.3150309019966,9.336012179297947,74.22242044955257,sedan,suburban,rainy,driver_1,cautious,73.77365074773047,34,M,0.93
1,2025-01-07 18:29:50,52.06549779917484,-0.4999613902662856,3126.0609529909552,9.58898694169178,71.41787777028014,sedan,suburban,rainy,driver_1,cautious,72.322219165285,37,M,0.66
1,2025-01-07 18:30:00,40.30667372878717,1.4611773346552384,2731.632645566215,10.89832251391593,68.91619472758545,sedan,suburban,rainy,driver_1,cautious,64.89746829889195,56,F,0.47
1,2025-01-07 18:30:10,51.25304852376734,1.8963391182524136,3121.992307331466,12.04770805480845,81.91399733575393,sedan,suburban,rainy,driver_1,cautious,60.42288829912104,60,M,0.45
1,2025-01-07 18:30:20,47.21463465271498,-0.8219621006675291,2925.463664856427,10.54017669602956,83.82239117662856,sedan,suburban,rainy,driver_1,cautious,68.80983610460324,24,F,0.7
1,2025-01-07 18:30:30,39.99976284265156,-0.2900920972524385,2739.5225847507536,8.896598555328811,68.72920660241192,sedan,suburban,rainy,driver_1,cautious,74.75634240308018,22,M,0.64
1,2025-01-07 18:30:40,33.94533084401973,0.3387743509187628,2488.877282486234,8.225664632456658,77.94354704670093,sedan,suburban,rainy,driver_1,cautious,75.85479898049287,26,F,0.31
1,2025-01-07 18:30:50,49.428105950533904,0.48285446755388,2996.2249792241737,8.765957819379459,63.17952236768345,sedan,suburban,rainy,driver_1,cautious,74.05381202347168,62,M,0.84
1,2025-01-07 18:31:00,50.05593801761182,2.11456415049111,2984.548697116822,12.85658247267379,81.62259158187277,sedan,suburban,rainy,driver_1,cautious,57.71401430219687,24,M,0.76
1,2025-01-07 18:31:10,52.538819623507,1.1111874354217226,3100.967800366504,10.87710193049078,80.30116460744546,sedan,suburban,rainy,driver_1,cautious,66.68985896190983,49,M,0.73
1,2025-01-07 18:31:20,38.52242281514821,0.0932099790441906,2699.982782760915,7.995689509188789,80.22175278749533,sedan,suburban,rainy,driver_1,cautious,77.54257108640147,38,Other,0.34
1,2025-01-07 18:31:30,39.70742634904918,0.7564055210251075,2618.1349576696894,9.643123765271238,79.06387521825593,sedan,suburban,rainy,driver_1,cautious,70.93172486433198,46,F,0.54
1,2025-01-07 18:31:40,37.155216387547085,1.2555823616326958,2606.463228453264,11.299314569702329,87.39126057411232,sedan,suburban,rainy,driver_1,cautious,65.12345905243185,64,M,0.91
1,2025-01-07 18:31:50,41.0423947188896,-0.2333759829244636,2672.672998844165,7.725639892580239,77.88911412524502,sedan,suburban,rainy,driver_1,cautious,77.3818403002172,54,M,0.86
1,2025-01-07 18:32:00,51.49686244358593,-1.131925895687618,3087.503096685812,11.222864640707034,82.77346397111815,sedan,suburban,rainy,driver_1,cautious,65.89464124014785,30,F,0.49
1,2025-01-07 18:32:10,48.29928014134959,-0.4833774308377064,2987.056996305368,9.10708977797236,67.70403318960726,sedan,suburban,rainy,driver_1,cautious,73.36893328986675,56,M,0.4
1,2025-01-07 18:32:20,45.25835826490367,-0.2752861859269974,2925.6915796137464,8.670317027016218,80.22803919962797,sedan,suburban,rainy,driver_1,cautious,75.28293501633257,34,M,0.59
1,2025-01-07 18:32:30,46.751308092650426,0.1860794896932965,2897.3471869080126,9.131511395409287,74.66839260880016,sedan,suburban,rainy,driver_1,cautious,74.80657976071494,51,F,0.53
1,2025-01-07 18:32:40,41.8418395086258,-0.3736888436807734,2827.0929188862515,8.488619674288923,79.2835837064146,sedan,suburban,rainy,driver_1,cautious,75.1543164330183,68,F,0.74
1,2025-01-07 18:32:50,42.29727893437687,0.1534576373801703,2732.046894707468,8.653141378299743,74.79574923360052,sedan,suburban,rainy,driver_1,cautious,75.92642905649966,35,M,0.93
1,2025-01-07 18:33:00,38.91397250290501,-0.0467362955462083,2627.507414185574,7.370248804333478,78.383136004984,sedan,suburban,rainy,driver_1,cautious,79.025820913602,28,M,0.54
1,2025-01-07 18:33:10,37.5294716074965,1.7821981019474074,2551.2540800041106,11.117720034619266,77.98222521576544,sedan,suburban,rainy,driver_1,cautious,62.85356942102443,34,F,0.34
1,2025-01-07 18:33:20,52.581082340725295,-0.9842522483393424,3084.5349748176377,11.116137846187264,78.45128448258697,sedan,suburban,rainy,driver_1,cautious,66.84646306592876,43,M,0.88
1,2025-01-07 18:33:30,39.73582335523046,0.3136120285175531,2768.429763651537,8.306122302412774,87.18091734038883,sedan,suburban,rainy,driver_1,cautious,75.81969525258668,60,M,0.32
1,2025-01-07 18:33:40,46.16400110404598,1.386011369389001,2895.8541877351868,10.838034947995649,88.19429993186976,sedan,suburban,rainy,driver_1,cautious,65.39387325706369,41,F,0.92
1,2025-01-07 18:33:50,46.01355908762522,0.533143628642529,2920.784554209028,9.829041403209086,84.06428232119049,sedan,suburban,rainy,driver_1,cautious,71.67619905036918,36,F,0.73
1,2025-01-07 18:34:00,38.92175121176322,-0.1097884256607019,2634.826088779456,7.776124297285628,75.6394811729822,sedan,suburban,rainy,driver_1,cautious,77.89880927712524,65,M,0.91
1,2025-01-07 18:34:10,41.98039239982187,0.6687589942833285,2784.132236357148,9.4357196252357,77.8698383071779,sedan,suburban,rainy,driver_1,cautious,71.78476577811196,38,Other,0.43
1,2025-01-07 18:34:20,50.73958461894129,0.3267471514801301,3069.0411645839977,8.905810468632936,82.06856399976037,sedan,suburban,rainy,driver_1,cautious,74.55464330533349,67,F,0.33
1,2025-01-07 18:34:30,51.03939826937662,-1.687030407747501,2998.427683890094,12.222901816884438,86.06407536841343,sedan,suburban,rainy,driver_1,cautious,61.119044327493626,44,M,0.62
1,2025-01-07 18:34:40,45.91401096575928,0.4396581834395236,2957.9492521339434,9.81201361046142,75.6570903147615,sedan,suburban,rainy,driver_1,cautious,72.17768186187953,46,Other,0.59
1,2025-01-07 18:34:50,45.523849410543406,0.6881352017084121,2951.645451016986,10.085498131965394,79.48211950049188,sedan,suburban,rainy,driver_1,cautious,70.38832772752716,45,M,0.52
1,2025-01-07 18:35:00,45.99033447961629,-1.1071067913871149,2928.141458619856,10.836596701116669,86.0607821661255,sedan,suburban,rainy,driver_1,cautious,66.7912726408311,65,M,0.92
1,2025-01-07 18:35:10,44.35177815776466,0.5024328548467685,2806.486427268954,8.648427164503898,76.98871898558912,sedan,suburban,rainy,driver_1,cautious,74.19098139675836,61,F,0.83
1,2025-01-07 18:35:20,36.81314797711532,1.1316844124752676,2495.650314180805,11.12009748678591,71.17936550349958,sedan,suburban,rainy,driver_1,cautious,66.10138296405184,49,M,0.73
1,2025-01-07 18:35:30,51.74949904053839,-0.3264432348563504,3080.536624589705,8.864138071576187,88.36874079695691,sedan,suburban,rainy,driver_1,cautious,74.63950768256588,35,M,0.41
1,2025-01-07 18:35:40,45.19666200637924,1.2589456096790022,2859.7022621861965,10.954204307446416,83.08053327009874,sedan,suburban,rainy,driver_1,cautious,65.79686333671216,65,M,0.78
1,2025-01-07 18:35:50,42.620742065251335,-0.6242329025882047,2713.54209567044,9.404924193007052,77.55679957305959,sedan,suburban,rainy,driver_1,cautious,72.06898710104487,21,M,0.77
1,2025-01-07 18:36:00,35.34364458067527,0.8103530006331966,2499.3848553559287,8.807725717665503,79.79186982856538,sedan,suburban,rainy,driver_1,cautious,72.332783561503,45,F,0.58
1,2025-01-07 18:36:10,40.94947953866739,0.4980043986716151,2827.1574307401493,8.85395395118544,74.70210426891676,sedan,suburban,rainy,driver_1,cautious,73.80207010427104,27,F,0.9
1,2025-01-07 18:36:20,45.8167813993229,-0.22018543493415,2875.691016079574,8.889027928175064,79.82401530768759,sedan,suburban,rainy,driver_1,cautious,75.12101696897912,29,Other,0.41
1,2025-01-07 18:36:30,45.25451527315126,0.5536723045061195,2937.4910943205787,9.243610720616305,80.63717203334045,sedan,suburban,rainy,driver_1,cautious,72.7444170362368,44,M,0.47
1,2025-01-07 18:36:40,48.90082078503964,0.776829465134417,2949.1141635266504,10.44963168802976,75.64376559442536,sedan,suburban,rainy,driver_1,cautious,69.21658929826839,21,M,0.34
2,2025-01-26 12:21:00,48.86625286350887,-1.0605059143826707,2976.32205905532,10.389432591462358,69.44650239424911,suv,suburban,sunny,driver_1,cautious,72.91860524516193,64,M,0.82
2,2025-01-26 12:21:10,56.71549409053865,-0.8076570681837574,3330.1310703216814,10.139080476450156,82.00780284062999,suv,suburban,sunny,driver_1,cautious,74.6835537061809,28,M,0.7
2,2025-01-26 12:21:20,58.23474505193592,1.9794339278288249,3346.3491718694218,12.109066988814268,74.32067251246376,suv,suburban,sunny,driver_1,cautious,64.88469638322734,44,M,0.5
2,2025-01-26 12:21:30,51.12998637047015,1.339747437897714,3033.3382189451227,10.41699717646224,82.482890794824,suv,suburban,sunny,driver_1,cautious,71.46726845758695,31,F,0.41
2,2025-01-26 12:21:40,49.02874305882983,0.2937610410441335,2856.9647708743664,9.437701337268916,80.7260203014273,suv,suburban,sunny,driver_1,cautious,78.6557921202415,37,F,0.33
2,2025-01-26 12:21:50,58.975822783194815,0.4254923534688273,3297.591690021796,10.215684934150028,71.26919220669404,suv,suburban,sunny,driver_1,cautious,76.4411683643558,28,Other,0.41
2,2025-01-26 12:22:00,63.08349973300797,0.0692076120773832,3417.2333220973637,9.61288121427974,75.92607936004852,suv,suburban,sunny,driver_1,cautious,79.4281995110536,55,M,0.59
2,2025-01-26 12:22:10,59.23490165723801,0.7659552693544324,3266.3734178717737,10.562909602764986,83.82126099304512,suv,suburban,sunny,driver_1,cautious,74.04440444769787,55,F,0.46
2,2025-01-26 12:22:20,50.0539908240485,1.38192991038324,2917.376117773068,10.89257436705566,69.30599842595342,suv,suburban,sunny,driver_1,cautious,70.30520171397248,53,M,0.47
2,2025-01-26 12:22:30,59.98504078421473,2.4839921276849344,3330.882026903091,13.46092725912409,91.9493913610916,suv,suburban,sunny,driver_1,cautious,59.65818484332715,25,M,0.87
2,2025-01-26 12:22:40,46.97792760934144,0.2867928730948357,2917.3144985667795,9.148240097666228,83.21901300852159,suv,suburban,sunny,driver_1,cautious,79.26955543919337,62,F,0.63
2,2025-01-26 12:22:50,53.419808187372254,0.3554759146460954,3135.999293209004,9.287338408912966,82.8965171843611,suv,suburban,sunny,driver_1,cautious,78.64794360894359,59,F,0.77
2,2025-01-26 12:23:00,52.48645888915387,1.262847290798121,3106.4921016256644,10.928801338598287,82.29355085779507,suv,suburban,sunny,driver_1,cautious,70.82816086881283,61,M,0.32
2,2025-01-26 12:23:10,53.26699868957443,-0.7911243889487058,3084.307742825681,10.5496556579853,88.5464624736481,suv,suburban,sunny,driver_1,cautious,73.94506673928586,48,M,0.54
2,2025-01-26 12:23:20,54.12450093064367,2.2723779869775957,3103.8163584104627,13.376076266611197,84.02867649763058,suv,suburban,sunny,driver_1,cautious,60.88595753188963,27,M,0.61
2,2025-01-26 12:23:30,38.36824143250112,2.010803218114526,2558.0017489323013,12.43848854199331,83.43415895271323,suv,suburban,sunny,driver_1,cautious,64.06900682544075,29,F,0.42
2,2025-01-26 12:23:40,38.30203498742557,-1.7890612569329971,2720.6851454953926,12.100585293080549,75.5956817775587,suv,suburban,sunny,driver_1,cautious,65.85352312917392,28,M,0.38
2,2025-01-26 12:23:50,45.59060552477968,1.012604972376221,2867.080958218972,10.831937828915985,82.39790462216543,suv,suburban,sunny,driver_1,cautious,72.27309948028693,32,Other,0.87
2,2025-01-26 12:24:00,57.91515396978268,1.4700777779137266,3273.4932715505097,11.65985089416475,77.87339382919077,suv,suburban,sunny,driver_1,cautious,68.32990932210187,54,M,0.91
2,2025-01-26 12:24:10,49.7412050764735,2.340943069937208,2971.9224158247152,13.299210887235098,68.77598546146345,suv,suburban,sunny,driver_1,cautious,60.69686287584376,53,M,0.35
2,2025-01-26 12:24:20,53.3790436502204,2.7571982810931392,3054.689404043466,15.770569813260677,80.91120302328326,suv,suburban,sunny,driver_1,cautious,53.67286896801295,68,F,0.53
2,2025-01-26 12:24:30,37.13534379307828,0.1144617600320888,2680.582241955802,9.085349312842991,83.59049274125842,suv,suburban,sunny,driver_1,cautious,80.25699257415357,43,F,0.92
2,2025-01-26 12:24:40,57.83797210439484,-0.6777855414923533,3201.1260837721497,9.407740047203554,76.97468462004048,suv,suburban,sunny,driver_1,cautious,76.79559219813112,44,M,0.35
2,2025-01-26 12:24:50,53.80959493217833,0.7126557623830192,3157.680299798509,9.647534262626587,75.62237486594067,suv,suburban,sunny,driver_1,cautious,76.14165266283173,57,F,0.72
2,2025-01-26 12:25:00,51.02305104762456,-0.1026478053053153,3095.783989836742,8.44273872080312,77.52305378534376,suv,suburban,sunny,driver_1,cautious,81.60128353186718,55,F,0.93
2,2025-01-26 12:25:10,52.09419706934244,0.1107118082725071,3001.0786924034023,8.276455557596092,82.68882979203478,suv,suburban,sunny,driver_1,cautious,81.89352984344528,64,F,0.94
2,2025-01-26 12:25:20,43.2064424271897,1.897164427548811,2761.6733086006034,12.262758884941135,76.84793687985183,suv,suburban,sunny,driver_1,cautious,64.98866009237366,60,F,0.61
2,2025-01-26 12:25:30,45.42379310001817,0.7461036822901821,2915.3029663513403,9.63971314415122,79.6726132312127,suv,suburban,sunny,driver_1,cautious,75.99005530024664,42,F,0.41
2,2025-01-26 12:25:40,54.037086805414006,1.3405272502515564,3119.1880181614333,11.161168894531167,80.41327979722516,suv,suburban,sunny,driver_1,cautious,69.97502595967988,47,F,0.43
2,2025-01-26 12:25:50,49.045442543058286,0.8129741518168518,2911.649754949461,10.216811220465992,76.40848291914625,suv,suburban,sunny,driver_1,cautious,74.50150679998376,55,F,0.88
2,2025-01-26 12:26:00,54.52943805745252,-0.1724678493705154,3103.127653364029,9.294107013819524,80.07105944408099,suv,suburban,sunny,driver_1,cautious,79.54944672550837,21,M,0.89
2,2025-01-26 12:26:10,61.38325813199419,-1.1293026105542523,3346.9903913075627,11.8925928701944,77.10843038536349,suv,suburban,sunny,driver_1,cautious,69.56830120683995,55,M,0.7
2,2025-01-26 12:26:20,45.4472107763006,-0.3708646476463285,2782.8182643065134,9.688942147763036,78.35191329096796,suv,suburban,sunny,driver_1,cautious,77.76779246624228,57,M,0.8
2,2025-01-26 12:26:30,47.75986430099885,-1.6240980743301736,2861.110500406872,12.368884241469836,81.51552833050289,suv,suburban,sunny,driver_1,cautious,66.14174114540945,67,M,0.78
2,2025-01-26 12:26:40,55.83250414962553,1.53999243982983,3124.9441104601187,13.08653395146792,89.74866297800615,suv,suburban,sunny,driver_1,cautious,65.12696989791502,34,M,0.73
2,2025-01-26 12:26:50,47.18116778938482,-3.068205299359882,2897.608429184341,14.614617119249727,77.16140482612154,suv,suburban,sunny,driver_1,cautious,54.42973926470113,23,Other,0.84
2,2025-01-26 12:27:00,48.892389516576415,-0.3286580363377945,3012.8534214149845,9.133752168688687,84.75757031471477,suv,suburban,sunny,driver_1,cautious,79.08920548093366,21,M,0.75
2,2025-01-26 12:27:10,56.11101673103968,-1.674323564086647,3144.8043913894853,11.842183317905006,92.85686179844392,suv,suburban,sunny,driver_1,cautious,66.94401554375676,25,M,0.65
2,2025-01-26 12:27:20,50.74502683450162,1.3125605963630642,2928.316216571324,11.23398026069997,84.89146491058129,suv,suburban,sunny,driver_1,cautious,69.96923649678473,46,F,0.45
2,2025-01-26 12:27:30,54.30982542530078,1.1233994389163515,3129.94478808378,10.993074459410469,71.53366912645106,suv,suburban,sunny,driver_1,cautious,71.39685388659731,34,M,0.78
2,2025-01-26 12:27:40,45.49733557406428,0.7309439563881637,2829.121276875618,10.081173814995932,82.3339127513243,suv,suburban,sunny,driver_1,cautious,75.18293258806732,59,M,0.61
2,2025-01-26 12:27:50,56.836851273609966,1.4582538261525708,3216.468608665028,12.132340433016598,85.02551081149828,suv,suburban,sunny,driver_1,cautious,67.44405000320396,47,M,0.49
2,2025-01-26 12:28:00,47.462813570460085,0.1706690016801979,2919.043105244132,8.476713409801224,85.07843472531742,suv,suburban,sunny,driver_1,cautious,81.19322817199657,29,M,0.82
2,2025-01-26 12:28:10,46.86344729161348,1.7516514713998244,2887.554758804385,12.082673628800002,80.83207574381444,suv,suburban,sunny,driver_1,cautious,66.07639538540087,35,M,0.75
2,2025-01-26 12:28:20,45.12010095854167,0.4801102705092095,2870.28520532878,9.184079245390253,73.28646720746858,suv,suburban,sunny,driver_1,cautious,78.23129015667345,35,F,0.91
2,2025-01-26 12:28:30,58.50714621763086,0.5876994828617361,3215.49925777075,10.911140288338652,83.08694904860162,suv,suburban,sunny,driver_1,cautious,74.23922200901401,46,F,0.41
2,2025-01-26 12:28:40,43.99915001799195,-0.5444947463998786,2808.8547645453664,9.437600483124266,83.11399915731961,suv,suburban,sunny,driver_1,cautious,77.40232530175207,62,M,0.72
